(GOAL COMPLEXITY)
(STARTTERM (FUNCTIONSYMBOLS eval_image_simple_expand_start))
(VAR nondef.107 nondef.113 nondef.159 nondef.166 nondef.167 nondef.179 nondef.18 nondef.180 nondef.204 nondef.211 nondef.213 nondef.226 nondef.28 nondef.35 nondef.39 nondef.40 nondef.43 nondef.44 v_109 v_112 v_133 v_136 v_18 v_598 v_69 v_72 v_808 v_809 v_data_x v_line_x v_n.0 v_n.2 v_raster v_w v_x_extent v_xcur v_zero)
(RULES
  eval_image_simple_expand_start(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb0_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero))
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && -v_x_extent = 0 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && v_w = 1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && v_w = -1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && v_w > 1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && v_w > 1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && v_w < -1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent > 0 && nondef.39 >= 0 && nondef.39 < -v_x_extent && v_w < -1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && -v_x_extent = 0 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && v_w = 1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && v_w = -1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && v_w > 1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && v_w > 1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && v_w < -1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w > 1 && -v_x_extent < 0 && nondef.39 <= 0 && nondef.39 > -v_x_extent && v_w < -1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && -v_x_extent = 0 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && v_w = 1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && v_w = -1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && v_w > 1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && v_w > 1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && v_w < -1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent > 0 && nondef.39 <= 0 && nondef.39 > v_x_extent && v_w < -1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && -v_x_extent = 0 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && v_w = 1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && v_w = -1 && nondef.40 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && v_w > 1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && v_w > 1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && v_w < -1 && -v_x_extent > 0 && nondef.40 >= 0 && nondef.40 < -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w < -1 && -v_x_extent < 0 && nondef.39 >= 0 && nondef.39 < v_x_extent && v_w < -1 && -v_x_extent < 0 && nondef.40 <= 0 && nondef.40 > v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_x_extent = 0 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_w = 1 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_w = -1 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_w > 1 && v_x_extent > 0 && nondef.44 >= 0 && nondef.44 < v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_w > 1 && v_x_extent < 0 && nondef.44 <= 0 && nondef.44 > -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_w < -1 && v_x_extent > 0 && nondef.44 >= 0 && nondef.44 < -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_x_extent = 0 && nondef.43 = 0 && v_w < -1 && v_x_extent < 0 && nondef.44 <= 0 && nondef.44 > v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_x_extent = 0 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_w = 1 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_w = -1 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_w > 1 && v_x_extent > 0 && nondef.44 >= 0 && nondef.44 < v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_w > 1 && v_x_extent < 0 && nondef.44 <= 0 && nondef.44 > -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_w < -1 && v_x_extent > 0 && nondef.44 >= 0 && nondef.44 < -v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = 1 && nondef.43 = v_x_extent && v_w < -1 && v_x_extent < 0 && nondef.44 <= 0 && nondef.44 > v_w
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = -1 && nondef.43 = -v_x_extent && v_x_extent = 0 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = -1 && nondef.43 = -v_x_extent && v_w = 1 && nondef.44 = 0
  eval_image_simple_expand_bb30_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero) -> Com_1(eval_image_simple_expand_bb36_in(v_109, v_112, v_133, v_136, v_18, v_598, v_69, v_72, v_808, v_809, v_data_x, v_line_x, v_n.0, v_n.2, v_raster, v_w, v_x_extent, v_xcur, v_zero)) :|: v_w = -1 && nondef.43 = -v_x_extent && v_w = -1 && nondef.44 = 0
