(GOAL COMPLEXITY)
(STARTTERM (FUNCTIONSYMBOLS eval_fallbackSort_start))
(VAR nondef.37 nondef.45 nondef.50 nondef.55 nondef.63 nondef.68 nondef.71 nondef.8 v_154 v_191 v_225 v_50 v_H.0 v_i.0 v_i.1 v_i.10 v_i.2 v_i.3 v_i.4 v_i.5 v_i.6 v_i.7 v_i.8 v_i.9 v_k.1 v_k.2 v_k.3 v_k.4 v_k.5 v_k.6 v_k.7 v_k.8 v_nNotDone.0 v_nblock v_r.0 v_verb)
(RULES
  eval_fallbackSort_start(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb0_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb24_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_.critedge_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.37 > 0
  eval_fallbackSort_bb24_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_.critedge_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.37 = 0
  eval_fallbackSort_.critedge_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb27_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.1, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_.critedge_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb31_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.1, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb27_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb27_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2 + 32, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.45 = -1
  eval_fallbackSort_bb27_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.2, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.45 < -1
  eval_fallbackSort_bb27_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.2, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.45 > -1
  eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3 + 1, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.50 < 0
  eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3 + 1, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.50 > 0
  eval_fallbackSort_bb29_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb31_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.3, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.50 = 0
  eval_fallbackSort_bb31_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb40_in(v_k.4 - 1, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb31_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb32_in(v_k.4 - 1, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.4, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb32_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_.critedge1_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.55 < 0
  eval_fallbackSort_bb32_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_.critedge1_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.55 > 0
  eval_fallbackSort_bb32_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb32_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5 + 1, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.55 = 0
  eval_fallbackSort_bb32_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_.critedge1_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.55 = 0
  eval_fallbackSort_.critedge1_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb39_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.5, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_.critedge1_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb35_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.5, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb35_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb35_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6 + 32, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.63 = 0
  eval_fallbackSort_bb35_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb37_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.6, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.63 < 0
  eval_fallbackSort_bb35_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb37_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.6, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.63 > 0
  eval_fallbackSort_bb37_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb37_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7 + 1, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.68 = 0
  eval_fallbackSort_bb37_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb39_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.7, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.68 < 0
  eval_fallbackSort_bb37_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb39_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.7, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: nondef.68 > 0
  eval_fallbackSort_bb39_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb40_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb39_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_205(v_154, v_k.8 - 1, v_nNotDone.0 + v_k.8 - v_154, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb39_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb23_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_k.8 - 1, v_verb))
  eval_fallbackSort_bb40_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_178(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb40_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb42_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_178(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_2(eval_fprintf_start(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb), eval_fallbackSort_179(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_179(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb42_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb))
  eval_fallbackSort_bb42_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_182(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: 2*v_H.0 > v_nblock
  eval_fallbackSort_bb42_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_182(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: v_nNotDone.0 = 0
  eval_fallbackSort_bb42_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, v_i.10, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb) -> Com_1(eval_fallbackSort_bb45_in(v_154, v_191, v_225, v_50, v_H.0, v_i.0, v_i.1, 0, v_i.2, v_i.3, v_i.4, v_i.5, v_i.6, v_i.7, v_i.8, v_i.9, v_k.1, v_k.2, v_k.3, v_k.4, v_k.5, v_k.6, v_k.7, v_k.8, v_nNotDone.0, v_nblock, v_r.0, v_verb)) :|: 2*v_H.0 > v_nblock
