(GOAL COMPLEXITY)
(STARTTERM (FUNCTIONSYMBOLS eval_gx_dc_ht_colored_fill_rectangle_start))
(VAR nondef.0 nondef.1 nondef.11 nondef.14 nondef.16 nondef.2 nondef.3 nondef.36 nondef.38 nondef.40 nondef.41 nondef.44 nondef.45 nondef.62 v_.1 v_.113 v_.13 v_.16 v_.2 v_.214 v_.24 v_.27 v_.3 v_.315 v_.38 v_.4 v_.5 v_.510 v_.6 v_.611 v_.7 v_.8 v_11 v_13 v_6 v_9 v_ch.0 v_cy.0 v_dh.1 v_dw.0 v_dw.1 v_h v_left.0 v_lop v_raster.0 v_size_x.0 v_size_x.1 v_w v_x v_y)
(RULES
  eval_gx_dc_ht_colored_fill_rectangle_start(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb0_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_66(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_2(eval_set_color_ht_start(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y), eval_gx_dc_ht_colored_fill_rectangle_67(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_67(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_73(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_67(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_75(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_67(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb20_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_73(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_74(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_74(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb43_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_75(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_76(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_76(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb20_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_76(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_77(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_77(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_2(eval_llvm.memcpy.p0i8.p0i8.i64_start(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y), eval_gx_dc_ht_colored_fill_rectangle_78(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_78(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb20_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb20_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb22_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb22_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_92(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_92(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_93(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_93(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb43_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb23_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, 0, v_.315, v_.38, v_.4, v_.5, nondef.38, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb23_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, 0, v_.315, v_.38, v_.4, v_.5, v_.38 + v_.2, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb23_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb29_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.2, v_.5, v_.510, v_.6, v_.38, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, nondef.36, v_.38*v_6, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb43_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.3, v_.510, v_.6, v_.611, v_.510, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, 1, nondef.41, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, nondef.41*v_6, v_w, v_x, v_y)) :|: v_6 = 1 && nondef.41 = 16384
  eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.3, v_.510, v_.6, v_.611, v_.510, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, 1, nondef.41, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, nondef.41*v_6, v_w, v_x, v_y)) :|: v_6 = -1 && nondef.41 = -16384
  eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.3, v_.510, v_.6, v_.611, v_.510, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, 1, nondef.41, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, nondef.41*v_6, v_w, v_x, v_y)) :|: v_6 > 1 && nondef.41 >= 0 && nondef.41 < 16384
  eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.3, v_.510, v_.6, v_.611, v_.510, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, 1, nondef.41, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, nondef.41*v_6, v_w, v_x, v_y)) :|: v_6 < -1 && nondef.41 <= 0 && nondef.41 > -16384
  eval_gx_dc_ht_colored_fill_rectangle_bb26_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb29_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.3, v_.5, v_.510, v_.6, v_.510, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, nondef.40, v_.510*v_6, v_size_x.1, v_w, v_x, v_y))
  eval_gx_dc_ht_colored_fill_rectangle_bb29_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.4, v_.510, v_.6, v_.611, v_.611, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_.315, v_.611, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.0, v_w, v_x, v_y)) :|: v_raster.0 = 1 && nondef.44 = 2048
  eval_gx_dc_ht_colored_fill_rectangle_bb29_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.4, v_.510, v_.6, v_.611, v_.611, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_.315, v_.611, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.0, v_w, v_x, v_y)) :|: v_raster.0 = -1 && nondef.44 = -2048
  eval_gx_dc_ht_colored_fill_rectangle_bb29_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.4, v_.510, v_.6, v_.611, v_.611, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_.315, v_.611, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.0, v_w, v_x, v_y)) :|: v_raster.0 > 1 && nondef.44 >= 0 && nondef.44 < 2048
  eval_gx_dc_ht_colored_fill_rectangle_bb29_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.5, v_.510, v_.6, v_.611, v_.7, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_dh.1, v_dw.0, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.1, v_w, v_x, v_y) -> Com_1(eval_gx_dc_ht_colored_fill_rectangle_bb30_in(v_.1, v_.113, v_.13, v_.16, v_.2, v_.214, v_.24, v_.27, v_.3, v_.315, v_.38, v_.4, v_.4, v_.510, v_.6, v_.611, v_.611, v_.8, v_11, v_13, v_6, v_9, v_ch.0, v_cy.0, v_.315, v_.611, v_dw.1, v_h, v_left.0, v_lop, v_raster.0, v_size_x.0, v_size_x.0, v_w, v_x, v_y)) :|: v_raster.0 < -1 && nondef.44 <= 0 && nondef.44 > -2048
